1,"LINESTRING (18.9995989813 50.1047955065, 17.0379891776 51.0981342897)",45,186
1,"LINESTRING (18.9995989813 50.1047955065, 18.8823899859 50.1084672676)",45,233
0,"LINESTRING (18.9995989813 50.1047955065, 19.2486732105 50.3160035789)",45,375
1,"LINESTRING (18.9027398776 50.4024947859, 18.8786770128 50.3932418363)",46,71
0,"LINESTRING (18.9027398776 50.4024947859, 17.0379891776 51.0981342897)",46,186
0,"LINESTRING (18.9027398776 50.4024947859, 18.8823899859 50.1084672676)",46,233
0,"LINESTRING (18.9027398776 50.4024947859, 19.2486732105 50.3160035789)",46,375
0,"LINESTRING (18.9409246223 50.3046444853, 18.8786770128 50.3932418363)",47,71
1,"LINESTRING (18.9409246223 50.3046444853, 17.0379891776 51.0981342897)",47,186
0,"LINESTRING (18.9409246223 50.3046444853, 18.8823899859 50.1084672676)",47,233
0,"LINESTRING (18.9409246223 50.3046444853, 19.2486732105 50.3160035789)",47,375
0,"LINESTRING (18.8632161667 50.4466859216, 18.8786770128 50.3932418363)",48,71
0,"LINESTRING (18.8632161667 50.4466859216, 17.0379891776 51.0981342897)",48,186
0,"LINESTRING (18.8632161667 50.4466859216, 18.8823899859 50.1084672676)",48,233
0,"LINESTRING (18.8632161667 50.4466859216, 19.2486732105 50.3160035789)",48,375
13,"LINESTRING (19.122963121 50.3202014821, 18.8786770128 50.3932418363)",49,71
0,"LINESTRING (19.122963121 50.3202014821, 17.0379891776 51.0981342897)",49,186
0,"LINESTRING (19.122963121 50.3202014821, 18.8823899859 50.1084672676)",49,233
0,"LINESTRING (19.122963121 50.3202014821, 19.2486732105 50.3160035789)",49,375
0,"LINESTRING (18.9967538765 50.0942307629, 18.8786770128 50.3932418363)",50,71
0,"LINESTRING (18.9967538765 50.0942307629, 17.0379891776 51.0981342897)",50,186
0,"LINESTRING (18.9967538765 50.0942307629, 18.8823899859 50.1084672676)",50,233
0,"LINESTRING (18.9967538765 50.0942307629, 19.2486732105 50.3160035789)",50,375
11,"LINESTRING (18.8067972389 50.376683919, 18.8786770128 50.3932418363)",51,71
1,"LINESTRING (18.8067972389 50.376683919, 17.0379891776 51.0981342897)",51,186
0,"LINESTRING (18.8067972389 50.376683919, 18.8823899859 50.1084672676)",51,233
0,"LINESTRING (18.8067972389 50.376683919, 19.2486732105 50.3160035789)",51,375
0,"LINESTRING (19.1817075021 50.2894341079, 18.8786770128 50.3932418363)",52,71
0,"LINESTRING (19.1817075021 50.2894341079, 17.0379891776 51.0981342897)",52,186
0,"LINESTRING (19.1817075021 50.2894341079, 18.8823899859 50.1084672676)",52,233
0,"LINESTRING (19.1817075021 50.2894341079, 19.2486732105 50.3160035789)",52,375
8,"LINESTRING (19.1269385879 50.2454477615, 18.8786770128 50.3932418363)",53,71
0,"LINESTRING (19.1269385879 50.2454477615, 17.0379891776 51.0981342897)",53,186
0,"LINESTRING (19.1269385879 50.2454477615, 18.8823899859 50.1084672676)",53,233
1,"LINESTRING (19.1269385879 50.2454477615, 19.2486732105 50.3160035789)",53,375
1,"LINESTRING (18.7956821121 50.36733474, 18.8786770128 50.3932418363)",54,71
0,"LINESTRING (18.7956821121 50.36733474, 17.0379891776 51.0981342897)",54,186
0,"LINESTRING (18.7956821121 50.36733474, 18.8823899859 50.1084672676)",54,233
0,"LINESTRING (18.7956821121 50.36733474, 19.2486732105 50.3160035789)",54,375
0,"LINESTRING (19.0879749891 50.0934531532, 18.8786770128 50.3932418363)",55,71
0,"LINESTRING (19.0879749891 50.0934531532, 17.0379891776 51.0981342897)",55,186
0,"LINESTRING (19.0879749891 50.0934531532, 18.8823899859 50.1084672676)",55,233
0,"LINESTRING (19.0879749891 50.0934531532, 19.2486732105 50.3160035789)",55,375
1,"LINESTRING (18.8615816291 50.2752049382, 18.8786770128 50.3932418363)",56,71
0,"LINESTRING (18.8615816291 50.2752049382, 17.0379891776 51.0981342897)",56,186
0,"LINESTRING (18.8615816291 50.2752049382, 18.8823899859 50.1084672676)",56,233
0,"LINESTRING (18.8615816291 50.2752049382, 19.2486732105 50.3160035789)",56,375
0,"LINESTRING (19.0402179556 50.1002277289, 18.8786770128 50.3932418363)",57,71
0,"LINESTRING (19.0402179556 50.1002277289, 17.0379891776 51.0981342897)",57,186
0,"LINESTRING (19.0402179556 50.1002277289, 18.8823899859 50.1084672676)",57,233
0,"LINESTRING (19.0402179556 50.1002277289, 19.2486732105 50.3160035789)",57,375
0,"LINESTRING (19.1539988864 50.2931350909, 18.8786770128 50.3932418363)",58,71
0,"LINESTRING (19.1539988864 50.2931350909, 17.0379891776 51.0981342897)",58,186
0,"LINESTRING (19.1539988864 50.2931350909, 18.8823899859 50.1084672676)",58,233
0,"LINESTRING (19.1539988864 50.2931350909, 19.2486732105 50.3160035789)",58,375
5,"LINESTRING (18.9954097326 50.2169224698, 18.8786770128 50.3932418363)",59,71
0,"LINESTRING (18.9954097326 50.2169224698, 17.0379891776 51.0981342897)",59,186
0,"LINESTRING (18.9954097326 50.2169224698, 18.8823899859 50.1084672676)",59,233
0,"LINESTRING (18.9954097326 50.2169224698, 19.2486732105 50.3160035789)",59,375
3,"LINESTRING (19.0606285571 50.2232298531, 18.8786770128 50.3932418363)",60,71
0,"LINESTRING (19.0606285571 50.2232298531, 17.0379891776 51.0981342897)",60,186
0,"LINESTRING (19.0606285571 50.2232298531, 18.8823899859 50.1084672676)",60,233
0,"LINESTRING (19.0606285571 50.2232298531, 19.2486732105 50.3160035789)",60,375
0,"LINESTRING (18.9319408832 50.3285778692, 18.8786770128 50.3932418363)",61,71
0,"LINESTRING (18.9319408832 50.3285778692, 17.0379891776 51.0981342897)",61,186
0,"LINESTRING (18.9319408832 50.3285778692, 18.8823899859 50.1084672676)",61,233
0,"LINESTRING (18.9319408832 50.3285778692, 19.2486732105 50.3160035789)",61,375
0,"LINESTRING (18.954680535 50.3880344673, 18.8786770128 50.3932418363)",62,71
0,"LINESTRING (18.954680535 50.3880344673, 17.0379891776 51.0981342897)",62,186
0,"LINESTRING (18.954680535 50.3880344673, 18.8823899859 50.1084672676)",62,233
0,"LINESTRING (18.954680535 50.3880344673, 19.2486732105 50.3160035789)",62,375
7,"LINESTRING (18.9159723238 50.3100993214, 18.8786770128 50.3932418363)",63,71
0,"LINESTRING (18.9159723238 50.3100993214, 17.0379891776 51.0981342897)",63,186
0,"LINESTRING (18.9159723238 50.3100993214, 18.8823899859 50.1084672676)",63,233
0,"LINESTRING (18.9159723238 50.3100993214, 19.2486732105 50.3160035789)",63,375
1,"LINESTRING (18.9706170907 50.1137741718, 18.8786770128 50.3932418363)",64,71
0,"LINESTRING (18.9706170907 50.1137741718, 17.0379891776 51.0981342897)",64,186
6,"LINESTRING (18.9706170907 50.1137741718, 18.8823899859 50.1084672676)",64,233
0,"LINESTRING (18.9706170907 50.1137741718, 19.2486732105 50.3160035789)",64,375
3,"LINESTRING (19.0294892902 50.3037388058, 18.8786770128 50.3932418363)",65,71
0,"LINESTRING (19.0294892902 50.3037388058, 17.0379891776 51.0981342897)",65,186
0,"LINESTRING (19.0294892902 50.3037388058, 18.8823899859 50.1084672676)",65,233
2,"LINESTRING (19.0294892902 50.3037388058, 19.2486732105 50.3160035789)",65,375
0,"LINESTRING (19.110542568 50.3196236626, 18.8786770128 50.3932418363)",66,71
0,"LINESTRING (19.110542568 50.3196236626, 17.0379891776 51.0981342897)",66,186
0,"LINESTRING (19.110542568 50.3196236626, 18.8823899859 50.1084672676)",66,233
1,"LINESTRING (19.110542568 50.3196236626, 19.2486732105 50.3160035789)",66,375
1,"LINESTRING (19.0038417623 50.3195716642, 18.8786770128 50.3932418363)",67,71
0,"LINESTRING (19.0038417623 50.3195716642, 17.0379891776 51.0981342897)",67,186
0,"LINESTRING (19.0038417623 50.3195716642, 18.8823899859 50.1084672676)",67,233
0,"LINESTRING (19.0038417623 50.3195716642, 19.2486732105 50.3160035789)",67,375
0,"LINESTRING (19.0239639384 50.1004785665, 18.8786770128 50.3932418363)",68,71
0,"LINESTRING (19.0239639384 50.1004785665, 17.0379891776 51.0981342897)",68,186
0,"LINESTRING (19.0239639384 50.1004785665, 18.8823899859 50.1084672676)",68,233
0,"LINESTRING (19.0239639384 50.1004785665, 19.2486732105 50.3160035789)",68,375
0,"LINESTRING (18.8753072291 50.287664431, 18.8786770128 50.3932418363)",69,71
0,"LINESTRING (18.8753072291 50.287664431, 17.0379891776 51.0981342897)",69,186
0,"LINESTRING (18.8753072291 50.287664431, 18.8823899859 50.1084672676)",69,233
0,"LINESTRING (18.8753072291 50.287664431, 19.2486732105 50.3160035789)",69,375
0,"LINESTRING (19.1733349059 50.3209678931, 18.8786770128 50.3932418363)",70,71
0,"LINESTRING (19.1733349059 50.3209678931, 17.0379891776 51.0981342897)",70,186
0,"LINESTRING (19.1733349059 50.3209678931, 18.8823899859 50.1084672676)",70,233
1,"LINESTRING (19.1733349059 50.3209678931, 19.2486732105 50.3160035789)",70,375
0,"LINESTRING (18.8786770128 50.3932418363, 19.0148269717 50.2989563907)",71,72
0,"LINESTRING (18.8786770128 50.3932418363, 18.6595067442 50.2329962584)",71,73
0,"LINESTRING (18.8786770128 50.3932418363, 18.9722777116 50.3037568086)",71,74
0,"LINESTRING (18.8786770128 50.3932418363, 18.8160276567 50.2938316785)",71,75
0,"LINESTRING (18.8786770128 50.3932418363, 18.9031172049 50.2566264918)",71,76
3,"LINESTRING (18.8786770128 50.3932418363, 19.1219279358 50.3079005531)",71,77
0,"LINESTRING (18.8786770128 50.3932418363, 18.7789316816 50.3353299022)",71,78
0,"LINESTRING (18.8786770128 50.3932418363, 18.6559507022 50.32310225)",71,79
0,"LINESTRING (18.8786770128 50.3932418363, 18.8747841017 50.2751445028)",71,80
4,"LINESTRING (18.8786770128 50.3932418363, 18.9345715486 50.3401649657)",71,81
0,"LINESTRING (18.8786770128 50.3932418363, 18.8899245188 50.3845762696)",71,82
0,"LINESTRING (18.8786770128 50.3932418363, 19.1881308145 50.2815209275)",71,83
6,"LINESTRING (18.8786770128 50.3932418363, 19.0912139641 50.2570317335)",71,84
0,"LINESTRING (18.8786770128 50.3932418363, 18.77656525 50.3243874787)",71,85
2,"LINESTRING (18.8786770128 50.3932418363, 19.2165194268 50.3306166885)",71,86
4,"LINESTRING (18.8786770128 50.3932418363, 19.1634868535 50.2456094618)",71,87
0,"LINESTRING (18.8786770128 50.3932418363, 19.1761507647 50.2670067516)",71,88
0,"LINESTRING (18.8786770128 50.3932418363, 18.9278128658 50.2817412886)",71,89
0,"LINESTRING (18.8786770128 50.3932418363, 18.8512657441 50.3143534949)",71,90
0,"LINESTRING (18.8786770128 50.3932418363, 18.9300540542 50.3119116847)",71,91
1,"LINESTRING (18.8786770128 50.3932418363, 18.9012671156 50.2773146429)",71,92
0,"LINESTRING (18.8786770128 50.3932418363, 18.7573363265 50.3164576701)",71,93
0,"LINESTRING (18.8786770128 50.3932418363, 19.1623517113 50.3011431056)",71,94
0,"LINESTRING (18.8786770128 50.3932418363, 19.1320310358 50.1481906846)",71,95
2,"LINESTRING (18.8786770128 50.3932418363, 18.8236242581 50.4449322867)",71,96
0,"LINESTRING (18.8786770128 50.3932418363, 19.123819426 50.1251811913)",71,97
0,"LINESTRING (18.8786770128 50.3932418363, 19.1200120595 50.3296185316)",71,98
2,"LINESTRING (18.8786770128 50.3932418363, 18.8447724532 50.3514099401)",71,99
0,"LINESTRING (18.8786770128 50.3932418363, 19.0356981962 50.3270335019)",71,100
0,"LINESTRING (18.8786770128 50.3932418363, 18.9906292386 50.3654711439)",71,101
1,"LINESTRING (18.8786770128 50.3932418363, 18.6159832214 50.319260271)",71,102
2,"LINESTRING (18.8786770128 50.3932418363, 19.1551514015 50.2196872664)",71,103
0,"LINESTRING (18.8786770128 50.3932418363, 18.8861703922 50.1769491176)",71,104
1,"LINESTRING (18.8786770128 50.3932418363, 19.0701235512 50.3132742402)",71,105
0,"LINESTRING (18.8786770128 50.3932418363, 19.188978684 50.301548256)",71,106
