0;4920;4921;4922;4923;4924;4925;4926;4927;4928;4929;4930;4931;4932;4933;4934;4935;4936;4937;4938;4939;4940;4941;4942;4943;4944;4945;4946;4947;4948;4949;4950;4951;4952;4953;4954;4955;4956;4957;4958;4959;4960;4961;4962;4963;4964;4965;4966;4967;4968;4969;4970;4971;4972;4973;4974;4975;4976;4977;4978;4979;4980;4981;4982;4983;4984;4985;4986;4987;4988;4989;4990;4991;4992;4993;4994;4995;4996;4997;4998
3030;0;0;0;0;0;849;764;1478;1178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3031;0;0;0;0;0;313;259;347;564;1121;561;2206;256;180;602;1194;674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3032;0;0;0;0;0;33;52;253;508;4529;1136;2003;84;348;671;915;860;0;118;118;15;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3033;0;0;0;0;0;389;715;1199;3953;9175;5526;3501;458;1805;1118;368;121;0;0;33;368;0;0;8;0;5;257;0;28;0;34;97;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3034;0;0;0;0;0;1567;1125;821;853;7488;2310;5479;1628;2496;22;0;0;0;0;0;247;0;0;22;24;352;539;35;171;20;2;382;94;0;0;0;0;56;7;63;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3035;0;0;0;0;0;75;268;207;1310;1278;892;272;156;176;0;0;1;0;0;85;768;119;14;543;540;32;70;0;24;60;0;67;179;7;0;0;0;0;0;0;0;0;0;0;0;0;4;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3036;0;0;0;0;0;8;44;84;739;2181;652;546;0;0;0;0;66;19;0;6;39;10;124;215;151;319;441;81;41;313;241;0;43;39;201;128;0;0;0;0;0;0;0;3457;258;7;0;44;6;637;322;60;46;67;120;323;1293;423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3037;0;0;0;0;66;875;691;0;558;1181;372;343;26;303;0;59;735;559;108;243;54;21;265;37;200;194;299;526;997;5;289;195;222;361;942;383;106;0;0;46;9;0;4033;2590;494;16;12;85;738;2241;1245;92;173;340;3054;3114;484;108;0;726;432;204;2;95;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3038;0;0;0;0;20;127;0;25;375;350;550;159;0;520;707;75;186;1246;464;452;92;122;645;424;113;458;37;32;135;196;11;255;245;23;190;23;24;3;0;515;3397;9014;12738;3332;10;474;65;58;132;2752;94;121;27;96;5;0;155;173;7;470;0;0;0;1;148;0;0;601;499;0;0;0;0;5;0;0;0;0;0
3039;0;0;0;0;16;395;21;0;0;106;958;424;0;176;1024;4823;5708;638;153;837;0;591;293;897;317;744;79;297;561;288;90;69;79;816;433;353;283;5;0;212;7986;15359;12039;6622;52;791;274;306;9;10;0;0;165;117;136;51;106;444;70;372;463;0;5;196;473;233;449;675;1068;19;13;0;0;156;623;98;6;0;152
3040;0;0;0;0;4;126;0;31;0;102;42;0;0;674;658;509;264;5;112;4141;1454;0;10;156;466;327;1638;750;351;19;465;331;343;3227;530;1159;396;41;0;59;2825;15771;5548;634;110;274;361;465;32;39;106;0;143;233;566;542;1026;578;245;730;1063;3161;2679;221;523;1449;2285;10;581;124;229;708;538;8;137;318;81;63;17
3041;0;0;0;0;5;4;0;0;23;1079;581;0;0;391;508;0;361;663;872;1792;636;0;0;447;1081;643;1395;588;49;0;838;405;601;2796;113;433;8;21;75;498;5530;2359;327;424;274;265;303;0;0;57;1256;2310;288;0;159;556;1134;437;24;150;538;196;213;191;498;3400;4806;446;161;322;575;456;480;400;99;467;142;26;36
3042;0;0;0;0;113;38;0;0;0;70;35;0;28;6;37;0;134;912;1593;268;47;127;241;357;5;0;1412;416;17;656;2190;5462;132;795;0;11;16;60;277;768;1268;1875;1388;626;126;114;37;6;140;768;1186;76;12;100;0;7;64;95;13;0;0;0;5;0;20;729;942;89;0;166;28;68;396;295;274;962;710;42;0
3043;0;0;0;0;67;0;0;0;0;0;0;0;0;0;30;0;147;57;189;450;547;758;592;318;32;990;709;7;9;24;268;1317;400;996;944;1906;330;82;190;18;502;276;1222;11;0;0;0;0;203;234;17;1696;754;352;506;146;467;440;16;0;0;1;0;0;0;0;0;0;9;10;284;71;806;193;187;0;457;290;162
3044;0;0;0;0;0;0;0;208;0;0;0;156;550;625;247;4718;121;251;0;0;0;49;107;81;94;361;1172;142;18;33;12;228;468;1084;4941;7970;1745;308;17;0;11;0;154;315;0;0;0;0;0;0;107;1546;3234;301;795;1544;845;169;3;0;11;294;0;0;0;0;0;0;169;29;1264;4545;379;298;195;80;461;611;0
3045;0;0;0;113;90;0;211;615;44;0;15;393;225;0;95;865;74;339;0;0;0;0;0;71;547;647;121;512;307;74;0;355;442;380;904;3919;1496;127;315;308;317;0;0;0;0;0;0;0;0;0;83;204;428;47;478;1250;141;67;60;0;0;99;0;0;0;0;1;0;0;324;2482;5048;1131;553;149;235;6;0;0
3046;0;0;0;5;0;0;212;81;39;80;441;208;85;49;67;130;309;0;0;0;0;16;7;180;645;152;0;85;288;30;19;346;154;348;1336;348;845;614;379;1549;1099;176;123;154;0;0;0;0;0;54;400;0;0;3;22;450;83;133;174;523;1766;125;17;51;165;0;82;71;574;778;2511;9778;4693;77;2;92;0;0;0
3047;0;0;0;167;441;0;0;0;142;329;894;309;182;72;221;132;791;58;0;0;0;0;65;174;51;0;46;224;143;0;34;223;240;72;105;231;1021;487;831;1006;1672;2846;1055;0;8;8;0;0;0;50;350;191;515;385;31;15;0;0;315;877;162;36;76;892;1282;148;291;30;48;73;12;2115;247;493;452;8;448;593;123
3048;0;0;0;0;119;86;4;0;0;333;150;11;2;189;149;0;608;2858;3512;380;810;356;13;7;0;713;419;77;452;371;71;182;127;0;0;31;57;66;113;1319;1601;1467;130;0;148;0;0;0;428;2350;177;730;975;513;0;11;165;542;1020;97;34;111;116;364;1048;0;48;0;391;1227;267;147;19;217;385;2048;2459;634;0
3049;0;0;0;0;0;73;28;0;0;45;4;0;44;603;103;37;3682;12309;2336;181;226;1182;1331;136;3;144;162;0;150;446;210;16;0;0;0;0;0;0;175;3940;7881;1336;1;45;4353;848;0;0;180;2667;417;367;768;1437;361;0;5;15;298;547;466;920;891;243;85;12;269;446;571;419;585;198;201;1274;591;1401;1228;385;0
3050;0;0;0;137;0;63;358;0;0;28;46;43;26;930;423;3;3699;1747;58;16;27;192;251;0;128;778;790;415;745;571;11;36;2;0;0;0;12;0;691;4629;6055;1567;0;0;77;17;82;234;377;657;1194;1348;450;414;30;0;0;0;0;81;1600;612;592;18;478;370;31;5;144;177;529;396;276;671;1076;421;0;17;0
3051;0;0;0;75;0;0;244;18;7;507;851;32;0;596;193;0;192;620;200;0;0;0;621;600;430;175;227;178;0;3327;115;604;134;0;0;712;2415;1141;3186;11601;796;332;0;0;0;990;4031;4;84;695;982;365;2123;1033;128;0;42;0;0;1385;4689;5182;1438;104;58;0;0;0;17;5;225;237;50;97;1152;754;594;2;0
3052;0;0;0;0;0;0;146;425;31;43;1026;12;0;346;0;10;0;114;574;673;429;351;1157;194;0;6;3;0;3117;9789;4690;282;908;83;352;46;0;1169;5927;3469;7009;2522;229;0;0;5309;7020;0;0;6;0;138;6918;122;0;0;0;483;4;10120;8691;2131;314;216;6;28;0;0;0;0;185;1181;812;159;8;453;286;0;0
3053;0;0;251;199;0;0;9;821;93;83;210;0;0;0;0;0;0;0;0;0;0;40;23;262;526;0;0;0;27;980;1340;0;82;313;1399;70;0;0;121;1528;3926;2544;275;12;0;409;1743;267;0;588;638;488;2382;62;0;1847;519;148;472;6925;1809;198;1;0;267;800;876;187;4;0;177;319;735;2317;28;0;0;372;0
