74,POINT (18.966735 50.306869)
113,POINT (19.150672 50.267562)
74,POINT (18.966735 50.306869)
113,POINT (19.150672 50.267562)
21,POINT (19.0568 50.25726)
15,POINT (18.975254 50.227455)
21,POINT (19.0568 50.25726)
15,POINT (18.975254 50.227455)
91,POINT (18.92603 50.32043)
1,POINT (18.66221 50.29563)
21,POINT (19.0568 50.25726)
15,POINT (18.975254 50.227455)
5,POINT (19.14096 50.28007)
0,POINT (19.02381 50.25404)
35,POINT (18.88533 50.26674)
47,POINT (18.945567 50.308475)
2,POINT (19.02967 50.25532)
20,POINT (18.87848 50.31492)
2,POINT (19.02967 50.25532)
20,POINT (18.87848 50.31492)
1,POINT (18.674964 50.288032)
12,POINT (18.952957 50.292438)
245,POINT (19.1081 50.36632)
320,POINT (19.024645 50.366919)
1,POINT (18.674964 50.288032)
12,POINT (18.952957 50.292438)
86,POINT (19.207973 50.330749)
14,POINT (19.01448 50.25125)
241,POINT (18.709884 50.316969)
2,POINT (19.041114 50.25929)
10,POINT (18.96026 50.22717)
177,POINT (18.767 50.344123)
10,POINT (18.96026 50.22717)
177,POINT (18.767 50.344123)
86,POINT (19.207973 50.330749)
2,POINT (19.02845 50.24888)
39,POINT (19.14063 50.23785)
49,POINT (19.12574 50.31952)
39,POINT (19.14063 50.23785)
49,POINT (19.12954 50.32038)
39,POINT (19.14063 50.23785)
49,POINT (19.13316 50.31829)
19,POINT (18.97633 50.27679)
16,POINT (18.98659 50.12173)
35,POINT (18.89488 50.26401)
9,POINT (19.13452 50.29839)
163,POINT (19.0782 50.28907)
224,POINT (19.285966 50.315331)
60,POINT (19.05555 50.22708)
11,POINT (19.02218 50.2747)
10,POINT (18.96026 50.22717)
177,POINT (18.767 50.344123)
39,POINT (19.135833 50.250442)
12,POINT (18.949119 50.294078)
10,POINT (18.96026 50.22717)
177,POINT (18.767 50.344123)
39,POINT (19.135833 50.250442)
12,POINT (18.949119 50.294078)
137,POINT (18.88181 50.30087)
6,POINT (19.04254 50.26675)
137,POINT (18.88181 50.30087)
6,POINT (19.04254 50.26675)
263,POINT (19.1857 49.67901)
9,POINT (19.13387 50.29571)
62,POINT (18.958087 50.395645)
286,POINT (19.013145 50.323272)
106,POINT (19.18813 50.3039)
205,POINT (18.99123 50.13097)
74,POINT (18.966735 50.306869)
113,POINT (19.150672 50.267562)
74,POINT (18.966735 50.306869)
113,POINT (19.150672 50.267562)
74,POINT (18.966735 50.306869)
113,POINT (19.150672 50.267562)
314,POINT (19.00711 49.9153)
50,POINT (18.998867 50.089463)
299,POINT (18.977344 50.336151)
91,POINT (18.928948 50.303884)
184,POINT (18.942314 50.229499)
39,POINT (19.14897 50.24155)
184,POINT (18.942314 50.229499)
39,POINT (19.14897 50.24155)
26,POINT (18.940219 50.259953)
5,POINT (19.1245 50.28664)
44,POINT (18.91676 50.29569)
0,POINT (19.015403 50.251541)
26,POINT (18.94419 50.25961)
5,POINT (19.1245 50.28664)
26,POINT (18.94419 50.25961)
5,POINT (19.1245 50.28664)
26,POINT (18.94419 50.25961)
5,POINT (19.1245 50.28664)
44,POINT (18.91676 50.29569)
0,POINT (19.015403 50.251541)
127,POINT (19.04534 50.19832)
64,POINT (18.97428 50.11113)
320,POINT (19.03109 50.36822)
141,POINT (18.619415 50.401487)
277,POINT (18.7154 50.52975)
96,POINT (18.824111 50.447471)
320,POINT (19.03109 50.36822)
141,POINT (18.619586 50.402462)
141,POINT (18.619415 50.401487)
320,POINT (19.03109 50.36822)
141,POINT (18.619586 50.402462)
320,POINT (19.03109 50.36822)
22,POINT (18.901866 50.170043)
23,POINT (18.956448 50.279667)
32,POINT (18.982131 50.227725)
12,POINT (18.94719 50.28881)
177,POINT (18.76946 50.34369)
5,POINT (19.13671 50.269116)
119,POINT (19.165832 50.320404)
23,POINT (18.968298 50.283892)
119,POINT (19.165832 50.320404)
23,POINT (18.968298 50.283892)
32,POINT (18.985338 50.227172)
12,POINT (18.950344 50.287659)
208,POINT (19.14106 50.32479)
119,POINT (19.16457 50.3176)
145,POINT (19.15837 50.20567)
105,POINT (19.06488 50.31895)
320,POINT (19.03109 50.36822)
141,POINT (18.619415 50.401487)
609,POINT (19.15071 50.41661)
32,POINT (18.995 50.226274)
31,POINT (18.82448 50.24474)
1,POINT (18.67726 50.29797)
97,POINT (19.12489 50.12705)
0,POINT (19.02218 50.26112)
81,POINT (18.93253 50.34455)
218,POINT (19.00517 50.39471)
97,POINT (19.12489 50.12705)
0,POINT (19.02218 50.26112)
97,POINT (19.12489 50.12705)
10,POINT (18.95828 50.21818)
243,POINT (18.79719 50.39242)
8,POINT (18.78521 50.31028)
81,POINT (18.93253 50.34455)
218,POINT (19.00517 50.39471)
53,POINT (19.119968 50.236221)
9,POINT (19.13452 50.29839)
53,POINT (19.119968 50.236221)
9,POINT (19.13452 50.29839)
365,POINT (19.05295 50.42196)
320,POINT (19.01723 50.3674)
119,POINT (19.165832 50.320404)
3,POINT (19.000684 50.269739)
42,POINT (18.94378 50.38229)
24,POINT (18.97038 50.26143)
119,POINT (19.165832 50.320404)
3,POINT (19.000684 50.269739)
25,POINT (18.97912 50.13159)
15,POINT (18.96999 50.22562)
39,POINT (19.14063 50.23785)
49,POINT (19.12574 50.31952)
239,POINT (18.94736 50.40016)
259,POINT (18.92665 50.4999)
108,POINT (18.92879 50.3574)
36,POINT (18.85017 50.36897)
8,POINT (18.78061 50.29802)
63,POINT (18.921016 50.321219)
18,POINT (18.89754 50.347849)
87,POINT (19.171646 50.247256)
18,POINT (18.89754 50.347849)
87,POINT (19.171646 50.247256)
7,POINT (18.91357 50.3439)
87,POINT (19.171646 50.247256)
574,POINT (18.69834 50.55224)
60,POINT (19.07024 50.222)
12,POINT (18.947681 50.293643)
24,POINT (18.96794 50.26715)
12,POINT (18.94831 50.29664)
102,POINT (18.61601 50.31096)
14,POINT (19.01107 50.242523)
31,POINT (18.84343 50.2452)
12,POINT (18.95184 50.30321)
10,POINT (18.95771 50.22482)
17,POINT (19.116943 50.293247)
62,POINT (18.958087 50.395645)
17,POINT (19.116943 50.293247)
62,POINT (18.958087 50.395645)
26,POINT (18.948036 50.261268)
132,POINT (18.834075 50.322369)
182,POINT (18.87259 50.31907)
81,POINT (18.93974 50.33306)
87,POINT (19.172794 50.25098)
32,POINT (18.983064 50.231586)
30,POINT (18.776016 50.305992)
1,POINT (18.67746 50.288037)
241,POINT (18.70301 50.32468)
283,POINT (18.7602 50.26179)
241,POINT (18.70301 50.32468)
283,POINT (18.7602 50.26179)
200,POINT (18.91292 50.16465)
0,POINT (19.024101 50.264325)
184,POINT (18.942314 50.229499)
84,POINT (19.094826 50.25289)
189,POINT (18.97624 50.20073)
11,POINT (19.029541 50.2845)
61,POINT (18.930579 50.324397)
62,POINT (18.960445 50.391628)
96,POINT (18.81877 50.44725)
108,POINT (18.928611 50.355543)
577,POINT (19.19842 50.34032)
382,POINT (19.41369 50.14384)
13,POINT (18.94464 50.29251)
67,POINT (19.00384 50.31399)
184,POINT (18.942314 50.229499)
0,POINT (19.019566 50.2615)
32,POINT (18.977279 50.238979)
13,POINT (18.944103 50.292873)
12,POINT (18.95478 50.29791)
335,POINT (19.05401 50.08697)
12,POINT (18.95478 50.29791)
335,POINT (19.05401 50.08697)
17,POINT (19.116943 50.293247)
62,POINT (18.958087 50.395645)
239,POINT (18.94736 50.40016)
259,POINT (18.92665 50.4999)
2,POINT (19.02967 50.25532)
63,POINT (18.92061 50.31783)
17,POINT (19.12359 50.291702)
93,POINT (18.754204 50.317551)
17,POINT (19.12359 50.291702)
93,POINT (18.754204 50.317551)
41,POINT (18.94688 50.28099)
20,POINT (18.87847 50.316013)
136,POINT (18.59278 50.32605)
132,POINT (18.82986 50.32492)
1,POINT (18.67726 50.29797)
68,POINT (19.02938 50.100485)
30,POINT (18.76769 50.30581)
36,POINT (18.84118 50.363382)
126,POINT (18.77131 50.17334)
22,POINT (18.90014 50.16986)
241,POINT (18.709884 50.316969)
15,POINT (18.97319 50.21282)
322,POINT (18.95463 50.3409)
74,POINT (18.96906 50.29801)
90,POINT (18.856082 50.308991)
15,POINT (18.968578 50.221118)
90,POINT (18.856082 50.308991)
15,POINT (18.968578 50.221118)
1,POINT (18.66665 50.29708)
78,POINT (18.7791 50.33962)
1,POINT (18.66221 50.29563)
78,POINT (18.7791 50.33962)
22,POINT (18.904674 50.168472)
68,POINT (19.026988 50.099559)
6,POINT (19.0452 50.26334)
379,POINT (18.62633 50.14311)
41,POINT (18.94335 50.27954)
60,POINT (19.071865 50.225035)
6,POINT (19.0452 50.26334)
379,POINT (18.62633 50.14311)
405,POINT (18.63815 50.28761)
2,POINT (19.026664 50.233296)
74,POINT (18.96906 50.29801)
322,POINT (18.95463 50.3409)
405,POINT (18.63815 50.28761)
2,POINT (19.026664 50.233296)
241,POINT (18.70301 50.32468)
283,POINT (18.7602 50.26179)
405,POINT (18.63815 50.28761)
0,POINT (19.02514 50.24396)
405,POINT (18.63815 50.28761)
0,POINT (19.02514 50.24396)
162,POINT (19.10602 50.12688)
189,POINT (18.968159 50.202815)
40,POINT (19.00483 50.30411)
119,POINT (19.15665 50.3222)
173,POINT (19.22402 50.27265)
0,POINT (19.020782 50.25475)
162,POINT (19.10602 50.12688)
189,POINT (18.968159 50.202815)
173,POINT (19.22402 50.27265)
0,POINT (19.020782 50.25475)
173,POINT (19.22402 50.27265)
0,POINT (19.020782 50.25475)
43,POINT (18.97337 50.13305)
189,POINT (18.97624 50.20073)
40,POINT (19.00483 50.30411)
119,POINT (19.15665 50.3222)
35,POINT (18.897399 50.271411)
0,POINT (19.025798 50.258655)
405,POINT (18.63815 50.28761)
0,POINT (19.02514 50.24396)
84,POINT (19.102 50.26193)
36,POINT (18.85017 50.36897)
8,POINT (18.78061 50.29802)
62,POINT (18.95447 50.38997)
8,POINT (18.78061 50.29802)
62,POINT (18.95447 50.38997)
0,POINT (19.01785 50.25957)
199,POINT (18.87665 50.1649)
8,POINT (18.78061 50.29802)
62,POINT (18.95447 50.38997)
405,POINT (18.63815 50.28761)
0,POINT (19.025756 50.245634)
405,POINT (18.63815 50.28761)
0,POINT (19.02514 50.24396)
10,POINT (18.96026 50.22717)
103,POINT (19.15717 50.21681)
29,POINT (19.18793 50.32536)
193,POINT (19.243234 50.37973)
0,POINT (19.02359 50.25318)
117,POINT (18.84572 50.27204)
5,POINT (19.1192 50.27687)
94,POINT (19.15925 50.30768)
138,POINT (19.03327 50.43485)
7,POINT (18.918001 50.34636)
0,POINT (19.02359 50.25318)
117,POINT (18.84572 50.27204)
29,POINT (19.18793 50.32536)
276,POINT (19.242811 50.379843)
10,POINT (18.96026 50.22717)
103,POINT (19.15717 50.21681)
93,POINT (18.75442 50.31897)
17,POINT (19.12359 50.291702)
93,POINT (18.75442 50.31897)
17,POINT (19.12359 50.291702)
30,POINT (18.77434 50.31239)
140,POINT (19.94746 50.06845)
30,POINT (18.77434 50.31239)
140,POINT (19.94746 50.06845)
103,POINT (19.15717 50.21681)
2,POINT (19.03638 50.24354)
23,POINT (18.97141 50.2839)
30,POINT (18.77665 50.305649)
103,POINT (19.15717 50.21681)
11,POINT (19.024162 50.276159)
189,POINT (18.964691 50.196342)
19,POINT (18.97119 50.27875)
13,POINT (18.93093 50.29666)
46,POINT (18.90272 50.40416)
15,POINT (18.9709 50.22977)
19,POINT (18.97119 50.27875)
8,POINT (18.78753 50.30541)
32,POINT (18.976935 50.234563)
84,POINT (19.106037 50.261312)
22,POINT (18.905485 50.176713)
35,POINT (18.897399 50.271411)
0,POINT (19.025798 50.258655)
69,POINT (18.87486 50.28955)
75,POINT (18.816606 50.30115)
112,POINT (18.98952 50.2014)
405,POINT (18.64255 50.29294)
75,POINT (18.81511 50.29324)
125,POINT (18.77721 50.14523)
75,POINT (18.81511 50.29324)
125,POINT (18.77721 50.14523)
54,POINT (18.80124 50.36364)
0,POINT (19.01983 50.26134)
154,POINT (19.22823 50.47495)
70,POINT (19.17688 50.32006)
13,POINT (18.93561 50.29626)
59,POINT (18.9994 50.21199)
75,POINT (18.81511 50.29324)
125,POINT (18.77721 50.14523)
75,POINT (18.81511 50.29324)
125,POINT (18.77721 50.14523)
13,POINT (18.93561 50.29626)
59,POINT (18.9994 50.21199)
7,POINT (18.91853 50.343156)
136,POINT (18.592484 50.326521)
136,POINT (18.59985 50.315334)
159,POINT (18.74578 50.305965)
7,POINT (18.91853 50.343156)
136,POINT (18.592484 50.326521)
162,POINT (19.10929 50.12204)
21,POINT (19.06337 50.25975)
7,POINT (18.91853 50.343156)
136,POINT (18.592484 50.326521)
136,POINT (18.592484 50.326521)
7,POINT (18.91853 50.343156)
159,POINT (18.732685 50.313964)
15,POINT (18.970508 50.214778)
98,POINT (19.119628 50.334982)
0,POINT (19.02455 50.24439)
50,POINT (18.993061 50.09943)
34,POINT (18.996939 50.270278)
50,POINT (18.993061 50.09943)
34,POINT (18.996939 50.270278)
5,POINT (19.1245 50.28664)
39,POINT (19.13341 50.24764)
5,POINT (19.1245 50.28664)
39,POINT (19.13341 50.24764)
120,POINT (18.64574 50.298557)
8,POINT (18.771284 50.296941)
5,POINT (19.1245 50.28664)
39,POINT (19.13341 50.24764)
167,POINT (18.91129 50.25437)
137,POINT (18.88438 50.30448)
197,POINT (19.20282 50.05172)
448,POINT (19.149305 50.785724)
60,POINT (19.06284 50.22493)
10,POINT (18.96026 50.22717)
96,POINT (18.82182 50.44355)
1,POINT (18.66221 50.29563)
1,POINT (18.67421 50.28123)
0,POINT (19.022356 50.259243)
1,POINT (18.67421 50.28123)
0,POINT (19.022356 50.259243)
1,POINT (18.67726 50.29797)
33,POINT (18.78586 50.29339)
41,POINT (18.94335 50.27954)
60,POINT (19.071865 50.225035)
161,POINT (18.75303 50.41581)
31,POINT (18.83516 50.23745)
151,POINT (19.08197 50.28014)
67,POINT (19.00384 50.31399)
112,POINT (18.98952 50.2014)
10,POINT (18.95505 50.2344)
0,POINT (19.0191 50.26613)
30,POINT (18.767348 50.316906)
62,POINT (18.96066 50.39144)
